make_model,body_type,body_type,km,Gearing Type,price
Audi A1,Compact,Compact,66200,Manual,13480
Audi A1,Sedans,Sedans,66200,Manual,13480
Audi A1,Sedans,Sedans,4381,Manual,13480
Audi A1,Compact,Compact,58680,Manual,13475
Audi A1,Sedans,Sedans,51300,Manual,13470
Audi A1,Sedans,Sedans,84530,Manual,13450
Audi A1,Sedans,Sedans,24768,Manual,13450
Audi A1,Sedans,Sedans,58500,Manual,13430
Audi A1,Sedans,Sedans,57300,Manual,13430
Audi A1,Compact,Compact,57300,Manual,13430
Audi A1,Sedans,Sedans,96000,Manual,12790
Audi A1,Sedans,Sedans,28642,Manual,12788
Audi A1,Compact,Compact,64000,Manual,12780
Audi A1,Sedans,Sedans,91875,Manual,12740
Audi A1,Compact,Compact,17100,Manual,12736
Audi A1,Compact,Compact,75287,Manual,12750
Audi A1,Sedans,Sedans,47000,Manual,12750
Audi A1,Compact,Compact,36621,Manual,12700
Audi A1,Sedans,Sedans,146710,Manual,12700
Audi A1,Sedans,Sedans,95000,Manual,12550
Audi A1,Sedans,Sedans,59000,Manual,12500
Audi A1,Sedans,Sedans,37000,Manual,12699
Audi A1,Sedans,Sedans,53000,Manual,12600
Audi A1,Sedans,Sedans,124521,Manual,12699
Audi A1,Compact,Compact,98000,Manual,12550
Audi A1,Sedans,Sedans,42000,Manual,12900
Audi A1,Compact,Compact,105139,Manual,12900
Audi A1,Compact,Compact,148257,Manual,12900
Audi A1,Sedans,Sedans,65000,Manual,12500
Audi A1,Sedans,Sedans,64000,Manual,12500
Audi A1,Sedans,Sedans,44638,Manual,12900
Audi A1,Sedans,Sedans,64000,Manual,12900
Audi A1,Compact,Compact,95729,Manual,12900
Audi A1,Sedans,Sedans,64000,Manual,12900
Audi A1,Sedans,Sedans,26559,Manual,12899
Audi A1,Sedans,Sedans,64500,Manual,12890
Audi A1,Sedans,Sedans,23337,Manual,12888
Audi A1,Sedans,Sedans,18699,Manual,12890
Audi A1,Sedans,Sedans,76950,Manual,12890
Audi A1,Sedans,Sedans,28043,Manual,12888
Audi A1,Compact,Compact,68048,Manual,12880
Audi A1,Sedans,Sedans,37170,Manual,12500
Audi A1,Sedans,Sedans,19600,Manual,12860
Audi A1,Sedans,Sedans,103000,Manual,12000
Audi A1,Sedans,Sedans,60000,Manual,12000
Audi A1,Sedans,Sedans,57100,Manual,12000
Audi A1,Sedans,Sedans,79000,Manual,11999
Audi A1,Sedans,Sedans,77764,Manual,11990
Audi A1,Compact,Compact,85636,Manual,11990
Audi A1,Sedans,Sedans,95000,Manual,11999
Audi A1,Sedans,Sedans,100000,Manual,11990
Audi A1,Sedans,Sedans,69000,Manual,11999
Audi A1,Compact,Compact,102816,Manual,11993
Audi A1,Sedans,Sedans,72973,Manual,11990
Audi A1,Sedans,Sedans,64976,Manual,11990
Audi A1,Compact,Compact,47625,Manual,11982
Audi A1,Sedans,Sedans,39500,Manual,11950
Audi A1,Sedans,Sedans,100000,Manual,11950
Audi A1,Sedans,Sedans,38994,Manual,12500
Audi A1,Compact,Compact,45000,Manual,11990
Audi A1,Sedans,Sedans,87195,Manual,11980
Audi A1,Compact,Compact,136000,Manual,12479
Audi A1,Compact,Compact,83000,Manual,12400
Audi A1,Compact,Compact,29700,Manual,12470
Audi A1,Compact,Compact,39020,Manual,12499
Audi A1,Sedans,Sedans,35100,Manual,12451
Audi A1,Sedans,Sedans,25308,Manual,12440
Audi A1,Sedans,Sedans,72000,Manual,12400
Audi A1,Compact,Compact,28000,Manual,12490
Audi A1,Sedans,Sedans,47685,Manual,12390
Audi A1,Sedans,Sedans,27100,Manual,12380
Audi A1,Sedans,Sedans,45000,Manual,12350
Audi A1,Compact,Compact,58112,Manual,12200
Audi A1,Compact,Compact,98299,Manual,13945
Audi A1,Compact,Compact,12746,Manual,13980
Audi A1,Compact,Compact,111792,Manual,13980
Audi A1,Compact,Compact,71313,Manual,13980
Audi A1,Compact,Compact,21200,Manual,13990
Audi A1,Sedans,Sedans,21200,Manual,13990
Audi A1,Sedans,Sedans,21200,Manual,13990
Audi A1,Sedans,Sedans,81600,Manual,13990
Audi A1,Sedans,Sedans,79600,Manual,14340
Audi A1,Sedans,Sedans,1,Semi-automatic,32000
Audi A1,Sedans,Sedans,26000,Semi-automatic,17999
Audi A1,Sedans,Sedans,7600,Semi-automatic,22090
Audi A1,Sedans,Sedans,65594,Manual,13990
Audi A1,Sedans,Sedans,66900,Manual,14200
Audi A1,Sedans,Sedans,7000,Semi-automatic,37900
Audi A1,Sedans,Sedans,26090,Manual,14340
Audi A1,Compact,Compact,48900,Manual,14330
Audi A1,Compact,Compact,45163,Manual,14330
Audi A1,Sedans,Sedans,44770,Manual,14300
Audi A1,Compact,Compact,57337,Manual,14300
Audi A1,Sedans,Sedans,52369,Manual,14300
Audi A1,Compact,Compact,71240,Manual,14295
Audi A1,Compact,Compact,23311,Manual,14280
Audi A1,Compact,Compact,34663,Manual,14280
Audi A1,Sedans,Sedans,29237,Manual,14275
Audi A1,Sedans,Sedans,47750,Manual,14250
Audi A1,Compact,Compact,11707,Manual,14220
Audi A1,Compact,Compact,15767,Manual,14220
Audi A1,Sedans,Sedans,31056,Manual,14200
Audi A1,Sedans,Sedans,49298,Manual,14200
Audi A1,Sedans,Sedans,66900,Manual,14200
Audi A1,Compact,Compact,40000,Manual,14200
Audi A1,Sedans,Sedans,200,Semi-automatic,35900
Audi A1,Sedans,Sedans,0,Semi-automatic,30000
Audi A1,Compact,Compact,80400,Manual,14200
Audi A1,Sedans,Sedans,1,Semi-automatic,26400
Audi A1,Sedans,Sedans,50,Semi-automatic,26500
Audi A1,Sedans,Sedans,20,Semi-automatic,26500
Audi A1,Sedans,Sedans,100,Semi-automatic,27900
Audi A1,Sedans,Sedans,1000,Semi-automatic,26900
Audi A1,Sedans,Sedans,100,Semi-automatic,26900
Audi A1,Sedans,Sedans,0,Semi-automatic,25900
Audi A1,Sedans,Sedans,8000,Semi-automatic,22500
Audi A1,Sedans,Sedans,66900,Manual,14200
Audi A1,Sedans,Sedans,44000,Manual,14200
Audi A1,Sedans,Sedans,40887,Manual,14200
Audi A1,Sedans,Sedans,10500,Semi-automatic,22500
Audi A1,Compact,Compact,47300,Manual,14200
Audi A1,Sedans,Sedans,29343,Manual,14000
Audi A1,Sedans,Sedans,4500,Manual,14000
Audi A1,Sedans,Sedans,12500,Manual,14000
Audi A1,Sedans,Sedans,12500,Manual,14000
Audi A1,Sedans,Sedans,40000,Manual,14000
Audi A1,Sedans,Sedans,40000,Manual,14000
Audi A1,Sedans,Sedans,49200,Manual,14000
Audi A1,Sedans,Sedans,61000,Manual,14000
Audi A1,Sedans,Sedans,46000,Manual,14000
Audi A1,Compact,Compact,46892,Manual,13999
Audi A1,Sedans,Sedans,15757,Manual,13990
Audi A1,Sedans,Sedans,22000,Semi-automatic,21000
Audi A1,Sedans,Sedans,19594,Semi-automatic,20800
Audi A1,Sedans,Sedans,33500,Semi-automatic,20000
Audi A1,Sedans,Sedans,64000,Semi-automatic,19900
Audi A1,Sedans,Sedans,16500,Semi-automatic,19000
Audi A1,Sedans,Sedans,14400,Semi-automatic,20500
Audi A1,Sedans,Sedans,60000,Semi-automatic,19000
Audi A1,Sedans,Sedans,5000,Semi-automatic,18900
Audi A1,Sedans,Sedans,30000,Semi-automatic,18500
Audi A1,Sedans,Sedans,6718,Semi-automatic,18500
Audi A1,Sedans,Sedans,26792,Semi-automatic,18500
Audi A1,Sedans,Sedans,9950,Semi-automatic,18000
Audi A1,Sedans,Sedans,15000,Semi-automatic,18000
Audi A1,Sedans,Sedans,12500,Semi-automatic,18300
Audi A1,Sedans,Sedans,70000,Semi-automatic,18000
Audi A1,Sedans,Sedans,30000,Semi-automatic,18000
Audi A1,Compact,Compact,53694,Semi-automatic,17945
Audi A1,Sedans,Sedans,29000,Semi-automatic,17500
Audi A1,Sedans,Sedans,15000,Semi-automatic,17000
Audi A1,Sedans,Sedans,41000,Semi-automatic,16900
Audi A1,Sedans,Sedans,19200,Semi-automatic,16800
Audi A1,Sedans,Sedans,44000,Semi-automatic,16500
Audi A1,Sedans,Sedans,43000,Semi-automatic,16500
Audi A1,Sedans,Sedans,55000,Semi-automatic,16500
Audi A1,Sedans,Sedans,45000,Semi-automatic,15999
Audi A1,Sedans,Sedans,53900,Semi-automatic,15950
Audi A1,Sedans,Sedans,55300,Semi-automatic,15900
Audi A1,Sedans,Sedans,55300,Semi-automatic,15900
Audi A1,Sedans,Sedans,49000,Semi-automatic,15900
Audi A1,Sedans,Sedans,65000,Semi-automatic,15800
Audi A1,Sedans,Sedans,8900,Semi-automatic,15500
Audi A1,Station wagon,Station wagon,27015,Manual,14440
Audi A1,Sedans,Sedans,92000,Semi-automatic,14300
Audi A1,Sedans,Sedans,92470,Semi-automatic,12999
Audi A1,Sedans,Sedans,32000,Semi-automatic,15000
Audi A1,Compact,Compact,51052,Manual,14450
Audi A1,Sedans,Sedans,59722,Manual,14440
Audi A1,Sedans,Sedans,50000,Semi-automatic,15000
Audi A1,Sedans,Sedans,25025,Manual,14450
Audi A1,Sedans,Sedans,34600,Manual,14430
Audi A1,Compact,Compact,34600,Manual,14430
Audi A1,Compact,Compact,30553,Manual,14391
Audi A1,Compact,Compact,13990,Manual,14430
Audi A1,Compact,Compact,37534,Manual,14400
Audi A1,Compact,Compact,101087,Manual,14390
Audi A1,Sedans,Sedans,14350,Manual,14390
Audi A1,Sedans,Sedans,62104,Manual,14390
Audi A1,Compact,Compact,64350,Manual,14390
Audi A1,Sedans,Sedans,18455,Manual,14390
Audi A1,Sedans,Sedans,25684,Manual,14388
Audi A1,Compact,Compact,16988,Manual,14380
Audi A1,Sedans,Sedans,21740,Manual,14350
Audi A1,Sedans,Sedans,47300,Manual,13990
Audi A1,Sedans,Sedans,73000,Manual,13990
Audi A1,Sedans,Sedans,78556,Manual,13990
Audi A1,Compact,Compact,56200,Manual,13989
Audi A1,Sedans,Sedans,12437,Manual,13980
Audi A1,Sedans,Sedans,30000,Manual,13990
Audi A1,Compact,Compact,26300,Manual,13990
Audi A1,Compact,Compact,27070,Manual,13980
Audi A1,Compact,Compact,49289,Manual,13970
Audi A1,Sedans,Sedans,49289,Manual,13970
Audi A1,Sedans,Sedans,53956,Manual,13950
Audi A1,Sedans,Sedans,89000,Manual,13960
Audi A1,Compact,Compact,15700,Manual,13960
Audi A1,Sedans,Sedans,60000,Manual,13955
Audi A1,Sedans,Sedans,50000,Manual,13950
Audi A1,Sedans,Sedans,29275,Manual,13950
Audi A1,Sedans,Sedans,34701,Manual,13950
Audi A1,Sedans,Sedans,52284,Manual,13950
Audi A1,Coupe,Coupe,27300,Manual,13950
Audi A1,Compact,Compact,99990,Manual,13950
Audi A1,Sedans,Sedans,105099,Manual,13950
Audi A1,Sedans,Sedans,59896,Manual,13950
Audi A1,Sedans,Sedans,75072,Manual,13950
Audi A1,Sedans,Sedans,86000,Manual,13950
Audi A1,Compact,Compact,85775,Manual,13980
Audi A1,Sedans,Sedans,52300,Manual,13950
Audi A1,Compact,Compact,26776,Manual,13950
Audi A1,Sedans,Sedans,9619,Automatic,18980
Audi A1,Sedans,Sedans,12796,Automatic,18990
Audi A1,Sedans,Sedans,13256,Automatic,19120
Audi A1,Compact,Compact,13011,Automatic,19875
Audi A1,Sedans,Sedans,23033,Automatic,19890
Audi A1,Compact,Compact,5394,Automatic,19887
Audi A1,Sedans,Sedans,14405,Automatic,20500
Audi A1,Sedans,Sedans,14405,Automatic,20500
Audi A1,Sedans,Sedans,25400,Automatic,20500
Audi A1,Compact,Compact,9392,Automatic,20900
Audi A1,Compact,Compact,15870,Automatic,20790
Audi A1,Sedans,Sedans,1414,Automatic,21350
Audi A1,Compact,Compact,29987,Automatic,21400
Audi A1,Compact,Compact,13009,Automatic,20900
Audi A1,Sedans,Sedans,0,Automatic,21300
Audi A1,Sedans,Sedans,1,Automatic,21300
Audi A1,Compact,Compact,8668,Automatic,21380
Audi A1,Compact,Compact,15400,Manual,14890
Audi A1,Compact,Compact,24497,Manual,14950
Audi A1,Sedans,Sedans,32978,Manual,14950
Audi A1,Sedans,Sedans,42645,Manual,14950
Audi A1,Sedans,Sedans,42645,Manual,14950
Audi A1,Sedans,Sedans,13000,Automatic,21500
Audi A1,Sedans,Sedans,32978,Manual,14950
Audi A1,Sedans,Sedans,48200,Manual,14950
Audi A1,Sedans,Sedans,13978,Manual,14931
Audi A1,Compact,Compact,13978,Manual,14931
Audi A1,Sedans,Sedans,15800,Manual,14910
Audi A1,Sedans,Sedans,58000,Manual,14900
Audi A1,Sedans,Sedans,9000,Manual,14900
Audi A1,Sedans,Sedans,19200,Manual,14900
Audi A1,Sedans,Sedans,10400,Manual,14900
Audi A1,Sedans,Sedans,67899,Manual,14900
Audi A1,Compact,Compact,5900,Manual,14899
Audi A1,Sedans,Sedans,22000,Manual,14885
Audi A1,Sedans,Sedans,13650,Manual,14880
Audi A1,Compact,Compact,47800,Manual,14900
Audi A1,Sedans,Sedans,11700,Manual,14880
Audi A1,Sedans,Sedans,25700,Manual,14500
Audi A1,Sedans,Sedans,15000,Manual,14500
Audi A1,Sedans,Sedans,12800,Manual,14880
Audi A1,Sedans,Sedans,42973,Manual,14879
Audi A1,Sedans,Sedans,34000,Manual,14500
Audi A1,Sedans,Sedans,21400,Manual,14500
Audi A1,Sedans,Sedans,89000,Manual,14500
Audi A1,Sedans,Sedans,64000,Manual,14500
Audi A1,Sedans,Sedans,27000,Manual,14500
Audi A1,Sedans,Sedans,20000,Manual,14500
Audi A1,Sedans,Sedans,3937,Automatic,21500
Audi A1,Compact,Compact,25900,Automatic,21490
Audi A1,Compact,Compact,11400,Automatic,21490
Audi A1,Compact,Compact,2819,Automatic,21460
Audi A1,Sedans,Sedans,14653,Automatic,21460
Audi A1,Sedans,Sedans,18900,Manual,14790
Audi A1,Compact,Compact,89500,Manual,14790
Audi A1,Compact,Compact,4212,Automatic,21480
Audi A1,Sedans,Sedans,26400,Manual,14790
Audi A1,Sedans,Sedans,16527,Manual,14780
Audi A1,Sedans,Sedans,11619,Manual,14780
Audi A1,Sedans,Sedans,37064,Manual,14780
Audi A1,Sedans,Sedans,5200,Manual,14750
Audi A1,Sedans,Sedans,42700,Manual,14700
Audi A1,Station wagon,Station wagon,25600,Manual,14750
Audi A1,Sedans,Sedans,14700,Manual,14730
Audi A1,Sedans,Sedans,10783,Manual,14680
Audi A1,Sedans,Sedans,34000,Manual,14499
Audi A1,Sedans,Sedans,17973,Manual,14551
Audi A1,Compact,Compact,25500,Manual,14500
Audi A1,Sedans,Sedans,30757,Manual,14490
Audi A1,Sedans,Sedans,46450,Manual,14490
Audi A1,Sedans,Sedans,26158,Manual,14490
Audi A1,Sedans,Sedans,26158,Manual,14490
Audi A1,Sedans,Sedans,26158,Manual,14490
Audi A1,Sedans,Sedans,30757,Manual,14490
Audi A1,Sedans,Sedans,30757,Manual,14490
Audi A1,Sedans,Sedans,26800,Automatic,21460
Audi A1,Station wagon,Station wagon,5962,Automatic,21450
Audi A1,Compact,Compact,11042,Automatic,21445
Audi A1,Sedans,Sedans,9900,Automatic,21430
Audi A1,Sedans,Sedans,24146,Automatic,21420
Audi A1,Sedans,Sedans,12000,Automatic,21400
Audi A1,Sedans,Sedans,15201,Automatic,21400
Audi A1,Sedans,Sedans,77685,Manual,14490
Audi A1,Sedans,Sedans,12756,Automatic,20990
Audi A1,Compact,Compact,28000,Automatic,20990
Audi A1,Sedans,Sedans,16974,Automatic,20990
Audi A1,Sedans,Sedans,28000,Automatic,20990
Audi A1,Sedans,Sedans,14300,Automatic,20985
Audi A1,Compact,Compact,6200,Automatic,20985
Audi A1,Compact,Compact,32115,Automatic,20950
Audi A1,Sedans,Sedans,6822,Automatic,20950
Audi A1,Compact,Compact,10447,Automatic,20950
Audi A1,Sedans,Sedans,10384,Automatic,20950
Audi A1,Compact,Compact,17500,Automatic,20950
Audi A1,Compact,Compact,7439,Automatic,20950
Audi A1,Station wagon,Station wagon,10000,Automatic,20940
Audi A1,Compact,Compact,28383,Automatic,20940
Audi A1,Compact,Compact,13187,Automatic,20939
Audi A1,Compact,Compact,6630,Automatic,20900
Audi A1,Sedans,Sedans,19700,Automatic,21300
Audi A1,Sedans,Sedans,1200,Automatic,21290
Audi A1,Compact,Compact,6500,Automatic,21285
Audi A1,Compact,Compact,0,Automatic,21200
Audi A1,Sedans,Sedans,28319,Automatic,21200
Audi A1,Sedans,Sedans,8064,Automatic,20999
Audi A1,Sedans,Sedans,15706,Automatic,20995
Audi A1,Sedans,Sedans,5990,Automatic,20990
Audi A1,Sedans,Sedans,15108,Automatic,20900
Audi A1,Compact,Compact,20350,Automatic,20900
Audi A1,Sedans,Sedans,15000,Automatic,20900
Audi A1,Sedans,Sedans,1450,Automatic,20890
Audi A1,Sedans,Sedans,9385,Automatic,20890
Audi A1,Sedans,Sedans,6117,Automatic,20879
Audi A1,Compact,Compact,9000,Automatic,20840
Audi A1,Compact,Compact,30589,Automatic,20860
Audi A1,Sedans,Sedans,6476,Automatic,20800
Audi A1,Sedans,Sedans,12000,Automatic,20500
Audi A1,Sedans,Sedans,11000,Automatic,20500
Audi A1,Compact,Compact,10600,Automatic,20500
Audi A1,Sedans,Sedans,28500,Automatic,20800
Audi A1,Sedans,Sedans,7000,Automatic,20500
Audi A1,Sedans,Sedans,6476,Automatic,20800
Audi A1,Compact,Compact,8885,Automatic,20490
Audi A1,Compact,Compact,29619,Automatic,20490
Audi A1,Sedans,Sedans,45000,Automatic,20490
Audi A1,Compact,Compact,10600,Automatic,20500
Audi A1,Sedans,Sedans,11570,Automatic,20490
Audi A1,Compact,Compact,5110,Automatic,20480
Audi A1,Sedans,Sedans,5000,Automatic,20480
Audi A1,Sedans,Sedans,4879,Automatic,20479
Audi A1,Compact,Compact,12123,Automatic,20457
Audi A1,Compact,Compact,12123,Automatic,20457
Audi A1,Compact,Compact,15000,Automatic,20780
Audi A1,Compact,Compact,24047,Automatic,20750
Audi A1,Compact,Compact,2551,Automatic,20730
Audi A1,Sedans,Sedans,2700,Automatic,20700
Audi A1,Compact,Compact,3254,Automatic,20700
Audi A1,Compact,Compact,6050,Automatic,20669
Audi A1,Compact,Compact,6200,Automatic,20685
Audi A1,Sedans,Sedans,8101,Automatic,20680
Audi A1,Station wagon,Station wagon,24900,Automatic,20650
Audi A1,Sedans,Sedans,3300,Automatic,20570
Audi A1,Sedans,Sedans,1156,Automatic,20550
Audi A1,Sedans,Sedans,5193,Automatic,20550
Audi A1,Sedans,Sedans,3000,Automatic,20500
Audi A1,Sedans,Sedans,12642,Automatic,20500
Audi A1,Sedans,Sedans,12903,Automatic,20500
Audi A1,Sedans,Sedans,9394,Automatic,20500
Audi A1,Sedans,Sedans,12842,Automatic,20500
Audi A1,Compact,Compact,26208,Automatic,19950
Audi A1,Sedans,Sedans,10771,Automatic,19950
Audi A1,Sedans,Sedans,20294,Automatic,19900
Audi A1,Compact,Compact,7650,Automatic,19930
Audi A1,Sedans,Sedans,9140,Automatic,19900
Audi A1,Sedans,Sedans,11380,Automatic,19900
Audi A1,Sedans,Sedans,14010,Automatic,19900
Audi A1,Sedans,Sedans,20294,Automatic,19900
Audi A1,Sedans,Sedans,26144,Automatic,19900
Audi A1,Sedans,Sedans,16000,Automatic,19900
Audi A1,Sedans,Sedans,11100,Automatic,19900
Audi A1,Compact,Compact,6460,Automatic,19900
Audi A1,Compact,Compact,9083,Automatic,19900
Audi A1,Compact,Compact,28815,Automatic,19900
Audi A1,Compact,Compact,8400,Automatic,19890
Audi A1,Sedans,Sedans,2949,Automatic,19890
Audi A1,Compact,Compact,14350,Automatic,19890
Audi A1,Sedans,Sedans,10958,Automatic,20450
Audi A1,Compact,Compact,7476,Automatic,20444
Audi A1,Sedans,Sedans,2830,Automatic,20441
Audi A1,Compact,Compact,0,Automatic,20380
Audi A1,Sedans,Sedans,10,Automatic,20350
Audi A1,Sedans,Sedans,48300,Automatic,20290
Audi A1,Sedans,Sedans,7595,Automatic,20090
Audi A1,Sedans,Sedans,26000,Automatic,20000
Audi A1,Sedans,Sedans,11000,Automatic,20000
Audi A1,Sedans,Sedans,21500,Automatic,19999
Audi A1,Sedans,Sedans,35000,Automatic,19999
Audi A1,Sedans,Sedans,7890,Automatic,19999
Audi A1,Sedans,Sedans,17000,Automatic,19990
Audi A1,Sedans,Sedans,18800,Automatic,19990
Audi A1,Compact,Compact,7500,Automatic,19990
Audi A1,Sedans,Sedans,12000,Automatic,19990
Audi A1,Sedans,Sedans,6722,Automatic,19990
Audi A1,Sedans,Sedans,6118,Automatic,19990
Audi A1,Sedans,Sedans,10057,Automatic,19990
Audi A1,Sedans,Sedans,13300,Automatic,19990
Audi A1,Sedans,Sedans,16030,Automatic,19990
Audi A1,Sedans,Sedans,18000,Automatic,19990
Audi A1,Compact,Compact,7500,Automatic,19990
Audi A1,Sedans,Sedans,15000,Automatic,19990
Audi A1,Compact,Compact,16500,Automatic,19988
Audi A1,Sedans,Sedans,10,Automatic,19980
Audi A1,Compact,Compact,6200,Automatic,19980
Audi A1,Sedans,Sedans,15700,Automatic,19980
Audi A1,Compact,Compact,18900,Automatic,19700
Audi A1,Sedans,Sedans,10775,Automatic,19977
Audi A1,Compact,Compact,0,Automatic,19990
Audi A1,Sedans,Sedans,15000,Automatic,19700
Audi A1,Sedans,Sedans,15781,Automatic,19690
Audi A1,Sedans,Sedans,4500,Automatic,19959
Audi A1,Compact,Compact,17740,Automatic,19640
Audi A1,Station wagon,Station wagon,7860,Automatic,19640
Audi A1,Sedans,Sedans,10870,Automatic,19560
Audi A1,Sedans,Sedans,12984,Automatic,19550
Audi A1,Sedans,Sedans,13731,Automatic,19500
Audi A1,Sedans,Sedans,21000,Automatic,19500
Audi A1,Sedans,Sedans,7693,Automatic,19450
Audi A1,Compact,Compact,5601,Automatic,19880
Audi A1,Sedans,Sedans,11837,Automatic,19400
Audi A1,Sedans,Sedans,23150,Automatic,19850
Audi A1,Sedans,Sedans,33306,Automatic,19840
Audi A1,Sedans,Sedans,5995,Automatic,19840
Audi A1,Sedans,Sedans,5995,Automatic,19840
Audi A1,Sedans,Sedans,11218,Automatic,19800
Audi A1,Sedans,Sedans,7422,Automatic,19800
Audi A1,Compact,Compact,24400,Automatic,19700
Audi A1,Sedans,Sedans,8300,Automatic,19770
Audi A1,Compact,Compact,18900,Automatic,19700
Audi A1,Sedans,Sedans,8820,Automatic,19390
Audi A1,Compact,Compact,10,Automatic,19388
Audi A1,Compact,Compact,10,Automatic,19388
Audi A1,Compact,Compact,24400,Automatic,19700
Audi A1,Sedans,Sedans,8176,Automatic,19377
Audi A1,Sedans,Sedans,7200,Automatic,19350
Audi A1,Compact,Compact,11400,Automatic,19190
Audi A1,Sedans,Sedans,16711,Automatic,19100
Audi A1,Compact,Compact,8263,Automatic,19229
Audi A1,Sedans,Sedans,13186,Automatic,19200
Audi A1,Sedans,Sedans,3360,Automatic,19300
Audi A1,Sedans,Sedans,13400,Automatic,19100
Audi A1,Sedans,Sedans,12100,Automatic,19000
Audi A1,Sedans,Sedans,3038,Automatic,18990
Audi A1,Compact,Compact,6900,Automatic,19000
Audi A1,Sedans,Sedans,8329,Automatic,18980
Audi A1,Compact,Compact,24778,Automatic,18980
Audi A1,Sedans,Sedans,10900,Automatic,19000
Audi A1,Compact,Compact,5700,Automatic,18990
Audi A1,Sedans,Sedans,15650,Automatic,18980
Audi A1,Sedans,Sedans,2900,Automatic,18970
Audi A1,Compact,Compact,22224,Automatic,18950
Audi A1,Sedans,Sedans,2792,Automatic,18970
Audi A1,Compact,Compact,11100,Automatic,18910
Audi A1,Sedans,Sedans,19710,Automatic,18900
Audi A1,Sedans,Sedans,12637,Manual,14950
Audi A1,Compact,Compact,25844,Manual,15450
Audi A1,Compact,Compact,21169,Manual,15450
Audi A1,Compact,Compact,33217,Manual,15450
Audi A1,Compact,Compact,21258,Manual,15290
Audi A1,Compact,Compact,27800,Manual,15450
Audi A1,Sedans,Sedans,13229,Manual,15188
Audi A1,Sedans,Sedans,22000,Manual,15000
Audi A1,Compact,Compact,25483,Manual,15450
Audi A1,Compact,Compact,25630,Manual,15290
Audi A1,Compact,Compact,21937,Manual,15740
Audi A1,Sedans,Sedans,20050,Manual,15690
Audi A1,Sedans,Sedans,16209,Manual,15690
Audi A1,Compact,Compact,12119,Manual,15690
